"lat_origen","lon_origen","lat_destino","lon_destino","hotel_origen","servicio_destino","num_turistas"
27.763611,-15.571388,27.831776,-15.618175,"Hotel_Servatur_Waikiki","Palmitos_Park",22
27.763611,-15.571388,27.758038,-15.576907,"Hotel_Servatur_Waikiki","Yumbo_Centrum",20
27.7637,-15.568277,27.778353,-15.604988,"IFA_Buenaventura_Hotel","Aqualand",52
27.7637,-15.568277,27.745039,-15.576564,"IFA_Buenaventura_Hotel","Dunas_de_Maspalomas",36
27.7637,-15.568277,27.831776,-15.618175,"IFA_Buenaventura_Hotel","Palmitos_Park",32
27.7637,-15.568277,27.758038,-15.576907,"IFA_Buenaventura_Hotel","Yumbo_Centrum",31
27.7637,-15.568277,27.763123,-15.568179,"IFA_Buenaventura_Hotel","Steakhouse_El_Rancho",22
27.7637,-15.568277,27.760166,-15.568,"IFA_Buenaventura_Hotel","Kasbah",17
27.749235,-15.577181,27.745039,-15.576564,"IFA_Catarina_Hotel","Dunas_de_Maspalomas",54
27.749235,-15.577181,27.758038,-15.576907,"IFA_Catarina_Hotel","Yumbo_Centrum",26
27.749235,-15.577181,27.831776,-15.618175,"IFA_Catarina_Hotel","Palmitos_Park",25
27.749235,-15.577181,27.745996,-15.574797,"IFA_Catarina_Hotel","Playa_de_Maspalomas",21
27.764559,-15.561763,27.831776,-15.618175,"IFA_Continental_Hotel","Palmitos_Park",40
27.764559,-15.561763,27.778353,-15.604988,"IFA_Continental_Hotel","Aqualand",24
27.764559,-15.561763,27.745039,-15.576564,"IFA_Continental_Hotel","Dunas_de_Maspalomas",24
27.764559,-15.561763,27.758499,-15.5775,"IFA_Continental_Hotel","Sparkles_Showbar",17
27.764559,-15.561763,27.758038,-15.576907,"IFA_Continental_Hotel","Yumbo_Centrum",16
27.735641,-15.598276,27.745996,-15.574797,"IFA_Faro_Hotel","Playa_de_Maspalomas",23
27.771294,-15.536186,27.831776,-15.618175,"IFA_Interclub_Atlantic_Hotel","Palmitos_Park",29
27.771294,-15.536186,27.769459,-15.54066,"IFA_Interclub_Atlantic_Hotel","Playa_de_San_Agustin",27
27.771294,-15.536186,27.745996,-15.574797,"IFA_Interclub_Atlantic_Hotel","Playa_de_Maspalomas",18
27.752932,-15.600392,27.831776,-15.618175,"Maspalomas_Oasis_Club","Palmitos_Park",21
27.752932,-15.600392,27.745996,-15.574797,"Maspalomas_Oasis_Club","Playa_de_Maspalomas",20
27.752932,-15.600392,27.778187,-15.604703,"Maspalomas_Oasis_Club","Aqualand_Maspalomas",18
27.752932,-15.600392,27.760815,-15.589158,"Maspalomas_Oasis_Club","Holiday_World_Maspalomas",17
27.751867,-15.597166,27.745996,-15.574797,"Maspalomas_Princess_Hotel","Playa_de_Maspalomas",58
27.751867,-15.597166,27.831776,-15.618175,"Maspalomas_Princess_Hotel","Palmitos_Park",51
27.751867,-15.597166,27.735832,-15.598889,"Maspalomas_Princess_Hotel","El_Faro_de_Maspalomas",36
27.751867,-15.597166,27.739149,-15.598625,"Maspalomas_Princess_Hotel","Moonlight_Cinema",27
27.751867,-15.597166,27.778187,-15.604703,"Maspalomas_Princess_Hotel","Aqualand_Maspalomas",17
27.77072,-15.542993,27.770311,-15.543999,"Melia_Tamarindos","Loopys",46
27.77072,-15.542993,27.770531,-15.54055,"Melia_Tamarindos","El_Capitan",39
27.77072,-15.542993,27.769459,-15.54066,"Melia_Tamarindos","Playa_de_San_Agustin",38
27.77072,-15.542993,27.770037,-15.537663,"Melia_Tamarindos","Balcon_de_San_Agustin",36
27.77072,-15.542993,27.772289,-15.542674,"Melia_Tamarindos","Restaurante_Nitos",19
27.76507,-15.600242,27.831776,-15.618175,"Palm_Oasis_Maspalomas","Palmitos_Park",39
27.76507,-15.600242,27.745996,-15.574797,"Palm_Oasis_Maspalomas","Playa_de_Maspalomas",36
27.76507,-15.600242,27.762928,-15.572214,"Palm_Oasis_Maspalomas","El_Carreton",26
27.76507,-15.600242,27.735832,-15.598889,"Palm_Oasis_Maspalomas","El_Faro_de_Maspalomas",24
27.76507,-15.600242,27.760477,-15.600902,"Palm_Oasis_Maspalomas","Bamboo_Garden",20
27.76507,-15.600242,27.73679,-15.602155,"Palm_Oasis_Maspalomas","Grand_Italia",17
27.758228,-15.57865,27.758038,-15.576907,"Playa_del_Sol_Adults_Only","Yumbo_Centrum",20
27.758228,-15.57865,27.758638,-15.577491,"Playa_del_Sol_Adults_Only","Martel_House",16
27.761801,-15.575458,27.761877,-15.574602,"Santa_Clara_Bungalows","Greek_Village",18
27.737522,-15.595944,27.745996,-15.574797,"Seaside_Palm_Beach","Playa_de_Maspalomas",38
27.737522,-15.595944,27.831776,-15.618175,"Seaside_Palm_Beach","Palmitos_Park",23
27.757954,-15.570632,27.758038,-15.576907,"Seaside_Sandy_Beach","Yumbo_Centrum",17
27.763826,-15.570391,27.758038,-15.576907,"SENTIDO_Gran_Canaria_Princess","Yumbo_Centrum",31
27.763826,-15.570391,27.745039,-15.576564,"SENTIDO_Gran_Canaria_Princess","Dunas_de_Maspalomas",29
27.763826,-15.570391,27.831776,-15.618175,"SENTIDO_Gran_Canaria_Princess","Palmitos_Park",28
27.763826,-15.570391,27.745996,-15.574797,"SENTIDO_Gran_Canaria_Princess","Playa_de_Maspalomas",19
27.763826,-15.570391,27.762928,-15.572214,"SENTIDO_Gran_Canaria_Princess","El_Carreton",19
27.756952,-15.57915,27.757,-15.579,"Servatur_Barbados_Apartments","The_British_Bulldog",17
27.781776,-15.650149,27.745996,-15.574797,"Sheraton_Gran_Canaria_Salobre_Golf_Resort","Playa_de_Maspalomas",74
27.781776,-15.650149,27.783951,-15.65231,"Sheraton_Gran_Canaria_Salobre_Golf_Resort","Camaleon",49
27.781776,-15.650149,27.76454,-15.585423,"Sheraton_Gran_Canaria_Salobre_Golf_Resort","Salobre_Golf_and_Resort",29
27.781776,-15.650149,27.831776,-15.618175,"Sheraton_Gran_Canaria_Salobre_Golf_Resort","Palmitos_Park",28
27.781776,-15.650149,27.735832,-15.598889,"Sheraton_Gran_Canaria_Salobre_Golf_Resort","El_Faro_de_Maspalomas",26
27.760218,-15.579458,27.76018,-15.579716,"Sol_Barbacan_Hotel","Lounge_El_Portalon",26
27.760218,-15.579458,27.758038,-15.576907,"Sol_Barbacan_Hotel","Yumbo_Centrum",16
27.762926,-15.584104,27.745039,-15.576564,"Sunprime_Atlantic_View_Suites_Spa","Dunas_de_Maspalomas",20
27.762926,-15.584104,27.831776,-15.618175,"Sunprime_Atlantic_View_Suites_Spa","Palmitos_Park",18
27.762926,-15.584104,27.762615,-15.578197,"Sunprime_Atlantic_View_Suites_Spa","Tango_Tapas",18
27.752216,-15.596873,27.745996,-15.574797,"Tabaiba_Princess","Playa_de_Maspalomas",52
27.752216,-15.596873,27.831776,-15.618175,"Tabaiba_Princess","Palmitos_Park",42
27.752216,-15.596873,27.735832,-15.598889,"Tabaiba_Princess","El_Faro_de_Maspalomas",28
27.752216,-15.596873,27.739149,-15.598625,"Tabaiba_Princess","Moonlight_Cinema",19
27.752216,-15.596873,27.778187,-15.604703,"Tabaiba_Princess","Aqualand_Maspalomas",17
27.763474,-15.589088,27.745996,-15.574797,"Tisalaya_Park","Playa_de_Maspalomas",18
27.763474,-15.589088,27.760815,-15.589158,"Tisalaya_Park","Holiday_World_Maspalomas",17
27.765469,-15.590933,27.760815,-15.589158,"Turbo_Club","Holiday_World_Maspalomas",43
27.765469,-15.590933,27.745996,-15.574797,"Turbo_Club","Playa_de_Maspalomas",32
27.765469,-15.590933,27.831776,-15.618175,"Turbo_Club","Palmitos_Park",31
27.765469,-15.590933,27.778187,-15.604703,"Turbo_Club","Aqualand_Maspalomas",24
